name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,pacify_dosha,aggravate_dosha,tridosha,category,therapeutic_uses,contraindications,source_url,pacify_vata,pacify_pitta,pacify_kapha,aggravate_vata,aggravate_pitta,aggravate_kapha
Palasha,Butea monosperma,पलाश,"Known for its anti-helminthic properties, Palasha helps eliminate intestinal parasites.","Tikta, Katu","Laghu, Ruksha",Ushna,Katu,"Krimighna, Raktashodhak, Shothahara","Kapha, Pitta",Vata,False,"Anti-inflammatory, Anti-parasitic, Blood Purification","Anti-inflammatory; Anti-parasitic; Blood Purification; Known for its anti-helminthic properties, Palasha helps eliminate intestinal parasites.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/palasha.html,0,1,1,1,0,0
Karanja,Pongamia pinnata,करंज,"Used in skin disorders, leprosy, and inflammation due to its detoxifying nature.","Tikta, Katu","Laghu, Ruksha",Ushna,Katu,"Kushtaghna, Vranashodhak, Krimighna",Kapha,"Pitta, Vata",False,"Anti-parasitic, Dermatological, Wound Healing","Anti-parasitic; Dermatological; Used in skin disorders, leprosy, and inflammation due to its detoxifying nature.; Wound Healing","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/karanja.html,0,0,1,1,1,0
Ahiphena,Papaver somniferum,अहिफेन,Processed opium used in Ayurveda for severe pain and diarrhea management under supervision.,"Tikta, Katu","Guru, Snigdha",Ushna,Katu,"Vedanasthapana, Grahi",Vata,"Kapha, Pitta",False,"Analgesic, Digestive",Analgesic; Digestive; Processed opium used in Ayurveda for severe pain and diarrhea management under supervision.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/ahiphena.html,1,0,0,0,1,1
Danti,Baliospermum montanum,दंती,Strong purgative used in detox and management of constipation and ascites.,Katu,"Tikshna, Laghu",Ushna,Katu,"Rechana, Shothahara","Kapha, Vata",Pitta,False,"Anti-inflammatory, Purgative",Anti-inflammatory; Purgative; Strong purgative used in detox and management of constipation and ascites.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/danti.html,1,0,1,0,1,0
Eranda,Ricinus communis,एरंड,"Castor plant used for joint pain, digestive issues and vata-related disorders.","Madhura, Katu","Snigdha, Guru",Ushna,Madhura,"Vatanulomana, Shoolahara",Vata,"Pitta, Kapha",False,"Analgesic, Digestive","Analgesic; Castor plant used for joint pain, digestive issues and vata-related disorders.; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/eranda.html,1,0,0,0,1,1
Guggulu,Commiphora wightii,गुग्गुलु,"Excellent for arthritis, high cholesterol, and detoxification.","Tikta, Katu","Laghu, Ruksha",Ushna,Katu,"Lekhana, Shothahara, Vranashodhak","Kapha, Vata",Pitta,False,"Anti-inflammatory, Metabolic, Wound Healing","Anti-inflammatory; Excellent for arthritis, high cholesterol, and detoxification.; Metabolic; Wound Healing","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/guggulu.html,1,0,1,0,1,0
Bhallataka,Semecarpus anacardium,भल्लातक,"Powerful digestive and stimulant, used under medical supervision for vata disorders.","Katu, Tikta","Tikshna, Laghu",Ushna,Katu,"Shothahara, Pachana","Kapha, Vata",Pitta,False,"Anti-inflammatory, Digestive","Anti-inflammatory; Digestive; Powerful digestive and stimulant, used under medical supervision for vata disorders.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/bhallataka.html,1,0,1,0,1,0
Mandura Bhasma,Mandura Bhasma (Iron),मंडूर भस्म,"Iron-rich formulation for anemia, liver function, and strength.",Tikta,Laghu,Sheeta,Madhura,"Raktavardhak, rasayana","Kapha, Pitta",Vata,False,"Blood Purification, Rejuvenation","Blood Purification; Iron-rich formulation for anemia, liver function, and strength.; Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/mandura-bhasma.html,0,1,1,1,0,0
Vasaka,Adhatoda vasica,वासक,"Effective in bronchitis, asthma and respiratory disorders.","Tikta, Kashaya",Laghu,Sheeta,Katu,"Shwasahara, Kasahara","Pitta, Kapha",Vata,False,Respiratory,"Effective in bronchitis, asthma and respiratory disorders.; Respiratory","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/vasaka.html,0,1,1,1,0,0
Laksha,Laccifer lacca,लाक्षा,"Used in bone healing, fractures, and skin diseases.","Tikta, Kashaya",Ruksha,Sheeta,Katu,"Asthisandhanakara, Raktastambhaka","Pitta, Kapha",Vata,False,"Hemostatic, Musculoskeletal","Hemostatic; Musculoskeletal; Used in bone healing, fractures, and skin diseases.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/laksha.html,0,1,1,1,0,0
Talisapatra,Abies webbiana,तालीसपत्र,"Useful in cough, asthma, cold and sore throat.",Katu,Laghu,Ushna,Katu,"Kasahara, Shwasahara","Kapha, Vata",Pitta,False,Respiratory,"Respiratory; Useful in cough, asthma, cold and sore throat.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/talisapatra.html,1,0,1,0,1,0
Tamalaki,Phyllanthus niruri,तमालकी,"Effective in liver diseases, hepatitis, jaundice and digestion.",Tikta,Laghu,Sheeta,Katu,"Yakrituttejaka, Pachana","Pitta, Kapha",Vata,False,"Digestive, Hepatoprotective","Digestive; Effective in liver diseases, hepatitis, jaundice and digestion.; Hepatoprotective","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/tamalaki.html,0,1,1,1,0,0
Shirisha,Albizia lebbeck,शिरीष,Main anti-allergic herb; used in poisoning and respiratory issues.,"Tikta, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Vishaghna, Shwasahara",Kapha,"Pitta, Vata",False,"Anti-toxic, Respiratory",Anti-toxic; Main anti-allergic herb; used in poisoning and respiratory issues.; Respiratory,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shirisha.html,0,0,1,1,1,0
Babbula,Acacia nilotica,बबूल,"Effective in dental issues, bleeding gums, and skin ailments.",Kashaya,"Ruksha, Laghu",Sheeta,Katu,"Dantya, Vranashodhak","Kapha, Pitta",Vata,False,"Dental, Wound Healing","Dental; Effective in dental issues, bleeding gums, and skin ailments.; Wound Healing","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/babbula.html,0,1,1,1,0,0
Kumkuma,Crocus sativus,कुमकुम,"Saffron used for complexion, mood elevation, and female fertility.","Tikta, Madhura",Laghu,Ushna,Madhura,"Varnya, rasayana, Stanyajanana","Vata, Pitta",Kapha,False,"Dermatological, Rejuvenation, Reproductive","Dermatological; Rejuvenation; Reproductive; Saffron used for complexion, mood elevation, and female fertility.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/kumkuma.html,1,1,0,0,0,1
Bilva,Aegle marmelos,बिल्व,"Bilva is useful in digestive disorders, diarrhea, and IBS due to its binding effect.","Kashaya, Tikta","Laghu, Ruksha",Ushna,Katu,"Grahi, Deepana","Kapha, Vata",Pitta,False,Digestive,"Bilva is useful in digestive disorders, diarrhea, and IBS due to its binding effect.; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/bilva.html,1,0,1,0,1,0
Shatavari Ksheera,,,Milk decoction of Shatavari acts as a rejuvenator and fertility enhancer.,Madhura,"Snigdha, Guru",Sheeta,Madhura,"rasayana, Stanyajanana","Vata, Pitta",Kapha,False,"Rejuvenation, Reproductive",Milk decoction of Shatavari acts as a rejuvenator and fertility enhancer.; Rejuvenation; Reproductive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shatavari-ksheera.html,1,1,0,0,0,1
Ashoka,Saraca asoca,अशोक,"A prime uterine tonic, it regulates menstruation and reduces cramps.","Tikta, Kashaya",Laghu,Sheeta,Katu,"Yonishodhana, Stambhana","Pitta, Kapha",Vata,False,Gynaecological,"A prime uterine tonic, it regulates menstruation and reduces cramps.; Gynaecological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/ashoka.html,0,1,1,1,0,0
Devadaru,Cedrus deodara,देवदारु,"Useful in cough, cold and joint pain due to its anti-inflammatory action.",Tikta,Laghu,Ushna,Katu,"Shothahara, Kasahara","Kapha, Vata",Pitta,False,"Anti-inflammatory, Respiratory","Anti-inflammatory; Respiratory; Useful in cough, cold and joint pain due to its anti-inflammatory action.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/devadaru.html,1,0,1,0,1,0
Patala,,,"Used in Dashamoola formulation, helps in vata disorders and pain relief.",Tikta,"Laghu, Snigdha",Ushna,Madhura,"Vatanulomana, Shoolahara",Vata,"Kapha, Pitta",False,"Analgesic, Digestive","Analgesic; Digestive; Used in Dashamoola formulation, helps in vata disorders and pain relief.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/patala.html,1,0,0,0,1,1
Ashwagandharishta,,,"Ayurvedic tonic used for debility, stress and nerve regeneration.","Madhura, Tikta","Guru, Snigdha",Ushna,Madhura,"rasayana, Balya","Vata, Kapha",Pitta,False,"Rejuvenation, Strengthening","Ayurvedic tonic used for debility, stress and nerve regeneration.; Rejuvenation; Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/ashwagandharishta.html,1,0,1,0,1,0
Dhataki,,,"Flowers used in fermentation, female health and diarrhea treatment.","Kashaya, Tikta",Laghu,Sheeta,Katu,"Yonishodhana, Grahi","Pitta, Kapha",Vata,False,"Digestive, Gynaecological","Digestive; Flowers used in fermentation, female health and diarrhea treatment.; Gynaecological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/dhataki.html,0,1,1,1,0,0
Agnikumarika,,,Used in piles and anorectal disorders; balances agni and clears toxins.,"Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Pachana, Rechana",Kapha,Pitta,False,"Digestive, Purgative",Digestive; Purgative; Used in piles and anorectal disorders; balances agni and clears toxins.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/agnikumarika.html,0,0,1,0,1,0
Yava,,,"Barley grain improves digestion, is diuretic and ideal in obesity.","Kashaya, Madhura","Laghu, Ruksha",Sheeta,Katu,"Lekhana, Mutrala","Kapha, Pitta",Vata,False,"Metabolic, Urinary","Barley grain improves digestion, is diuretic and ideal in obesity.; Metabolic; Urinary","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/yava.html,0,1,1,1,0,0
Masha,,,"Black gram nourishes muscles, increases strength and semen.",Madhura,"Guru, Snigdha",Ushna,Madhura,"Balya, Brimhaniya",Vata,"Kapha, Pitta",False,"Nutritive, Strengthening","Black gram nourishes muscles, increases strength and semen.; Nutritive; Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/masha.html,1,0,0,0,1,1
Chana,,,Bengal gram is nourishing and helps in muscle building.,Kashaya,"Guru, Ruksha",Sheeta,Katu,"Brimhana, Vrishya",Vata,"Pitta, Kapha",False,Reproductive,Bengal gram is nourishing and helps in muscle building.; Reproductive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/chana.html,1,0,0,0,1,1
