name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,therapeutic_uses,category,contraindications,pacify_dosha,aggravate_dosha,tridosha,source_url
Ahiphena,Papaver somniferum,अहिफेन,Processed opium used in Ayurveda for severe pain and diarrhea management under supervision.,"Tikta, Katu","Guru, Snigdha",Ushna,Katu,"Vedanasthapana, Grahi",Analgesic; Digestive; Processed opium used in Ayurveda for severe pain and diarrhea management under supervision.,"Analgesic, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Kapha, Pitta",False,/p/ahiphena.html
Danti,Baliospermum montanum,दंती,Strong purgative used in detox and management of constipation and ascites.,Katu,"Tikshna, Laghu",Ushna,Katu,"Rechana, Shothahara",Anti-inflammatory; Purgative; Strong purgative used in detox and management of constipation and ascites.,"Anti-inflammatory, Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/danti.html
Eranda,Ricinus communis,एरंड,"Castor plant used for joint pain, digestive issues and vata-related disorders.","Madhura, Katu","Snigdha, Guru",Ushna,Madhura,"Vatanulomana, Shoolahara","Analgesic; Castor plant used for joint pain, digestive issues and vata-related disorders.; Digestive","Analgesic, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Pitta, Kapha",False,/p/eranda.html
Guggulu,Commiphora wightii,गुग्गुलु,"Excellent for arthritis, high cholesterol, and detoxification.","Tikta, Katu","Laghu, Ruksha",Ushna,Katu,"Lekhana, Shothahara, Vranashodhak","Anti-inflammatory; Excellent for arthritis, high cholesterol, and detoxification.; Metabolic; Wound Healing","Anti-inflammatory, Metabolic, Wound Healing","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/guggulu.html
Bhallataka,Semecarpus anacardium,भल्लातक,"Powerful digestive and stimulant, used under medical supervision for vata disorders.","Katu, Tikta","Tikshna, Laghu",Ushna,Katu,"Shothahara, Pachana","Anti-inflammatory; Digestive; Powerful digestive and stimulant, used under medical supervision for vata disorders.","Anti-inflammatory, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/bhallataka.html
Mandura Bhasma,Mandura Bhasma (Iron),मंडूर भस्म,"Iron-rich formulation for anemia, liver function, and strength.",Tikta,Laghu,Sheeta,Madhura,"Raktavardhak, rasayana","Blood Purification; Iron-rich formulation for anemia, liver function, and strength.; Rejuvenation","Blood Purification, Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/mandura-bhasma.html
Vasaka,Adhatoda vasica,वासक,"Effective in bronchitis, asthma and respiratory disorders.","Tikta, Kashaya",Laghu,Sheeta,Katu,"Shwasahara, Kasahara","Effective in bronchitis, asthma and respiratory disorders.; Respiratory",Respiratory,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/vasaka.html
Laksha,Laccifer lacca,लाक्षा,"Used in bone healing, fractures, and skin diseases.","Tikta, Kashaya",Ruksha,Sheeta,Katu,"Asthisandhanakara, Raktastambhaka","Hemostatic; Musculoskeletal; Used in bone healing, fractures, and skin diseases.","Hemostatic, Musculoskeletal","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/laksha.html
Talisapatra,Abies webbiana,तालीसपत्र,"Useful in cough, asthma, cold and sore throat.",Katu,Laghu,Ushna,Katu,"Kasahara, Shwasahara","Respiratory; Useful in cough, asthma, cold and sore throat.",Respiratory,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/talisapatra.html
Tamalaki,Phyllanthus niruri,तमालकी,"Effective in liver diseases, hepatitis, jaundice and digestion.",Tikta,Laghu,Sheeta,Katu,"Yakrituttejaka, Pachana","Digestive; Effective in liver diseases, hepatitis, jaundice and digestion.; Hepatoprotective","Digestive, Hepatoprotective","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/tamalaki.html
Shirisha,Albizia lebbeck,शिरीष,Main anti-allergic herb; used in poisoning and respiratory issues.,"Tikta, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Vishaghna, Shwasahara",Anti-toxic; Main anti-allergic herb; used in poisoning and respiratory issues.; Respiratory,"Anti-toxic, Respiratory","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Kapha,"Pitta, Vata",False,/p/shirisha.html
Babbula,Acacia nilotica,बबूल,"Effective in dental issues, bleeding gums, and skin ailments.",Kashaya,"Ruksha, Laghu",Sheeta,Katu,"Dantya, Vranashodhak","Dental; Effective in dental issues, bleeding gums, and skin ailments.; Wound Healing","Dental, Wound Healing","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/babbula.html
Kumkuma,Crocus sativus,कुमकुम,"Saffron used for complexion, mood elevation, and female fertility.","Tikta, Madhura",Laghu,Ushna,Madhura,"Varnya, rasayana, Stanyajanana","Dermatological; Rejuvenation; Reproductive; Saffron used for complexion, mood elevation, and female fertility.","Dermatological, Rejuvenation, Reproductive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/kumkuma.html
Bilva,Aegle marmelos,बिल्व,"Bilva is useful in digestive disorders, diarrhea, and IBS due to its binding effect.","Kashaya, Tikta","Laghu, Ruksha",Ushna,Katu,"Grahi, Deepana","Bilva is useful in digestive disorders, diarrhea, and IBS due to its binding effect.; Digestive",Digestive,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/bilva.html
Shatavari Ksheera,,,Milk decoction of Shatavari acts as a rejuvenator and fertility enhancer.,Madhura,"Snigdha, Guru",Sheeta,Madhura,"rasayana, Stanyajanana",Milk decoction of Shatavari acts as a rejuvenator and fertility enhancer.; Rejuvenation; Reproductive,"Rejuvenation, Reproductive","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/shatavari-ksheera.html
Ashoka,Saraca asoca,अशोक,"A prime uterine tonic, it regulates menstruation and reduces cramps.","Tikta, Kashaya",Laghu,Sheeta,Katu,"Yonishodhana, Stambhana","A prime uterine tonic, it regulates menstruation and reduces cramps.; Gynaecological",Gynaecological,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/ashoka.html
Devadaru,Cedrus deodara,देवदारु,"Useful in cough, cold and joint pain due to its anti-inflammatory action.",Tikta,Laghu,Ushna,Katu,"Shothahara, Kasahara","Anti-inflammatory; Respiratory; Useful in cough, cold and joint pain due to its anti-inflammatory action.","Anti-inflammatory, Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/devadaru.html
Patala,,,"Used in Dashamoola formulation, helps in vata disorders and pain relief.",Tikta,"Laghu, Snigdha",Ushna,Madhura,"Vatanulomana, Shoolahara","Analgesic; Digestive; Used in Dashamoola formulation, helps in vata disorders and pain relief.","Analgesic, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Kapha, Pitta",False,/p/patala.html
Ashwagandharishta,,,"Ayurvedic tonic used for debility, stress and nerve regeneration.","Madhura, Tikta","Guru, Snigdha",Ushna,Madhura,"rasayana, Balya","Ayurvedic tonic used for debility, stress and nerve regeneration.; Rejuvenation; Strengthening","Rejuvenation, Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/ashwagandharishta.html
Dhataki,,,"Flowers used in fermentation, female health and diarrhea treatment.","Kashaya, Tikta",Laghu,Sheeta,Katu,"Yonishodhana, Grahi","Digestive; Flowers used in fermentation, female health and diarrhea treatment.; Gynaecological","Digestive, Gynaecological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/dhataki.html
Agnikumarika,,,Used in piles and anorectal disorders; balances agni and clears toxins.,"Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Pachana, Rechana",Digestive; Purgative; Used in piles and anorectal disorders; balances agni and clears toxins.,"Digestive, Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Kapha,Pitta,False,/p/agnikumarika.html
Yava,,,"Barley grain improves digestion, is diuretic and ideal in obesity.","Kashaya, Madhura","Laghu, Ruksha",Sheeta,Katu,"Lekhana, Mutrala","Barley grain improves digestion, is diuretic and ideal in obesity.; Metabolic; Urinary","Metabolic, Urinary","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/yava.html
Masha,,,"Black gram nourishes muscles, increases strength and semen.",Madhura,"Guru, Snigdha",Ushna,Madhura,"Balya, Brimhaniya","Black gram nourishes muscles, increases strength and semen.; Nutritive; Strengthening","Nutritive, Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Kapha, Pitta",False,/p/masha.html
Chana,,,Bengal gram is nourishing and helps in muscle building.,Kashaya,"Guru, Ruksha",Sheeta,Katu,"Brimhana, Vrishya",Bengal gram is nourishing and helps in muscle building.; Reproductive,Reproductive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Pitta, Kapha",False,/p/chana.html
Matulunga,,,"Citrus lemon balances vata, aids digestion and appetite.",Amla,Laghu,Ushna,Madhura,"Agnideepana, Vatanulomana","Citrus lemon balances vata, aids digestion and appetite.; Digestive",Digestive,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,Pitta,False,/p/matulunga.html
Dadima,,,Pomegranate enhances appetite and relieves burning sensation.,"Madhura, Kashaya",Laghu,Sheeta,Madhura,"Raktaprasadana, Agnivardhaka",Pomegranate enhances appetite and relieves burning sensation.,General Wellness,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,Kapha,False,/p/dadima.html
